0.98605, 0.11036
1.26992, 0.14380
1.52039, 0.17035
1.75972, 0.19774
1.96956, 0.21702
2.25509, 0.24690
2.52226, 0.27280
2.88126, 0.30507
2.97953, 0.31877
3.32376, 0.34761
3.62432, 0.37220
3.95828, 0.39871
4.17980, 0.41064
4.30894, 0.42379
4.57610, 0.44477
4.96015, 0.46823
5.31081, 0.49155
5.76165, 0.51708
5.99149, 0.52773
6.52976, 0.55562
6.96390, 0.57272
7.24777, 0.57873
7.49824, 0.59446
7.96578, 0.60889
8.31643, 0.61705
8.74501, 0.63340
9.03444, 0.63673
9.68111, 0.65533
10.01055, 0.66061
10.27009, 0.66700
10.83389, 0.68125
11.14231, 0.68619
11.37215, 0.69690
11.65601, 0.71692
11.97327, 0.75234
12.22374, 0.79710
12.32393, 0.82441
12.40742, 0.85221
12.47421, 0.87874
12.54100, 0.90623
12.62449, 0.93475
12.69128, 0.96170
13.00475, 0.99074
13.12543, 0.95808
13.20892, 0.93059
13.29241, 0.90291
13.37590, 0.87512
13.47609, 0.84739
13.59297, 0.82007
13.72655, 0.79331
13.96907, 0.75494
14.17740, 0.74084
14.49466, 0.71692
14.97890, 0.69025
15.41304, 0.66917
15.94034, 0.65405
16.33978, 0.64590
16.67458, 0.63568
16.94925, 0.62143
17.22310, 0.61052
17.36670, 0.60357
17.79528, 0.57897
18.00493, 0.56387
18.59235, 0.52360
18.96530, 0.47870
19.14781, 0.46119
19.30365, 0.43319
19.43724, 0.40588
19.53743, 0.37911
19.63761, 0.35090
19.70440, 0.32395
19.77120, 0.29537
19.82129, 0.26812
19.88808, 0.23894
19.92148, 0.21217